ID,Name,Description,Contributor,Citation,Examples_Count
glossa5081,Loss and preservation of case in Germanic non-standard varieties,,"Baechler, Raffaela and Pröll, Simon","Baechler, Raffaela & Simon Pröll. 2018. Loss and preservation of case in Germanic non-standard varieties. Glossa: a journal of general linguistics 3(1). doi: 10.5334/gjgl.680. Open Library of Humanities.",0
glossa5082,The morphology of first-person object forms of directional verbs in ASL,,"Hou, Lynn and Meier, Richard P.","Hou, Lynn & Richard P. Meier. 2018. The morphology of first-person object forms of directional verbs in ASL. Glossa: a journal of general linguistics 3(1). doi: 10.5334/gjgl.469. Open Library of Humanities.",0
glossa5083,Locative Shift,,"Schlenker, Philippe","Schlenker, Philippe. 2018. Locative Shift. Glossa: a journal of general linguistics 3(1). doi: 10.5334/gjgl.561. Open Library of Humanities.",1
glossa5084,Basic argument structure in Russian Sign Language,,"Kimmelman, Vadim","Kimmelman, Vadim. 2018. Basic argument structure in Russian Sign Language. Glossa: a journal of general linguistics 3(1). doi: 10.5334/gjgl.494. Open Library of Humanities.",1
glossa5085,Revisiting a null pronominal account for parasitic gaps in Japanese,,"Hirayama, Hitomi","Hirayama, Hitomi. 2018. Revisiting a null pronominal account for parasitic gaps in Japanese. Glossa: a journal of general linguistics 3(1). doi: 10.5334/gjgl.522. Open Library of Humanities.",80
glossa5086,The silent argument of broad focus: Typology and predictions,,"Bentley, Delia and Cruschina, Silvio","Bentley, Delia & Silvio Cruschina. 2018. The silent argument of broad focus: Typology and predictions. Glossa: a journal of general linguistics 3(1). doi: 10.5334/gjgl.677. Open Library of Humanities.",152
glossa5087,(*)ABA in Germanic verbs,,"Andersson, Samuel","Andersson, Samuel. 2018. (*)ABA in Germanic verbs. Glossa: a journal of general linguistics 3(1). doi: 10.5334/gjgl.733. Open Library of Humanities.",2
glossa5088,Fully realizing partial realization,,"Kroll, Nicky","Kroll, Nicky. 2018. Fully realizing partial realization. Glossa: a journal of general linguistics 3(1). doi: 10.5334/gjgl.480. Open Library of Humanities.",0
glossa5089,Rising declaratives of the Quality-suspending kind,,"Westera, Matthijs","Westera, Matthijs. 2018. Rising declaratives of the Quality-suspending kind. Glossa: a journal of general linguistics 3(1). doi: 10.5334/gjgl.415. Open Library of Humanities.",0
glossa5090,Unexpected agreement in Spanish revisited,,"Mare, María","Mare, María. 2018. Unexpected agreement in Spanish revisited. Glossa: a journal of general linguistics 3(1). doi: 10.5334/gjgl.448. Open Library of Humanities.",49
glossa5091,Detecting clauses and their dependencies in signed utterances: A syntactico-semantic approach,,"Loos, Cornelia","Loos, Cornelia. 2018. Detecting clauses and their dependencies in signed utterances: A syntactico-semantic approach. Glossa: a journal of general linguistics 3(1). doi: 10.5334/gjgl.633. Open Library of Humanities.",18
glossa5092,Complementizer agreement with coordinated subjects in Polish,,"Citko, Barbara","Citko, Barbara. 2018. Complementizer agreement with coordinated subjects in Polish. Glossa: a journal of general linguistics 3(1). doi: 10.5334/gjgl.588. Open Library of Humanities.",40
glossa5093,To wish or not to wish: Modality and (metalinguistic) negation,,"Puskás, Genoveva","Puskás, Genoveva. 2018. To wish or not to wish: Modality and (metalinguistic) negation. Glossa: a journal of general linguistics 3(1). doi: 10.5334/gjgl.412. Open Library of Humanities.",61
glossa5094,"Lexical case marking affects the processing of animacy in simple verbs, but not particle verbs: Evidence from event-related potentials",,"Czypionka, Anna and Eulitz, Carsten","Czypionka, Anna & Carsten Eulitz. 2018. Lexical case marking affects the processing of animacy in simple verbs, but not particle verbs: Evidence from event-related potentials. Glossa: a journal of general linguistics 3(1). doi: 10.5334/gjgl.313. Open Library of Humanities.",8
glossa5095,Case valuation after scrambling: Nominative objects in Japanese,,"Kasai, Hironobu","Kasai, Hironobu. 2018. Case valuation after scrambling: Nominative objects in Japanese. Glossa: a journal of general linguistics 3(1). doi: 10.5334/gjgl.676. Open Library of Humanities.",70
glossa5096,Perspective is syntactic: evidence from anaphora,,"Sundaresan, Sandhya","Sundaresan, Sandhya. 2018. Perspective is syntactic: evidence from anaphora. Glossa: a journal of general linguistics 3(1). doi: 10.5334/gjgl.81. Open Library of Humanities.",46
glossa5097,A memory-based explanation of antecedent-ellipsis mismatches: New insights from computational modeling,,"Parker, Dan","Parker, Dan. 2018. A memory-based explanation of antecedent-ellipsis mismatches: New insights from computational modeling. Glossa: a journal of general linguistics 3(1). doi: 10.5334/gjgl.621. Open Library of Humanities.",0
glossa5098,Excluding exclusively the exclusive: Suppletion patterns in clusivity,,"Moskal, Beata","Moskal, Beata. 2018. Excluding exclusively the exclusive: Suppletion patterns in clusivity. Glossa: a journal of general linguistics 3(1). doi: 10.5334/gjgl.362. Open Library of Humanities.",9
glossa5099,Generic and action-dependent abilities in Spanish ‘Be capable’,,"Castroviejo, Elena and Oltra-Massuet, Isabel","Castroviejo, Elena & Isabel Oltra-Massuet. 2018. Generic and action-dependent abilities in Spanish ‘Be capable’. Glossa: a journal of general linguistics 3(1). doi: 10.5334/gjgl.495. Open Library of Humanities.",56
glossa5100,Something visible in Japanese,,"Hiraiwa, Ken","Hiraiwa, Ken. 2018. Something visible in Japanese. Glossa: a journal of general linguistics 3(1). doi: 10.5334/gjgl.361. Open Library of Humanities.",90
glossa5101,Modal particles and sentence type restrictions: A construction grammar perspective,,"Alm, Maria and Behr, Janina and Fischer, Kerstin","Alm, Maria, Janina Behr & Kerstin Fischer. 2018. Modal particles and sentence type restrictions: A construction grammar perspective. Glossa: a journal of general linguistics 3(1). doi: 10.5334/gjgl.702. Open Library of Humanities.",45
glossa5102,The head the construct: Construct state nominals as a novel window to syntactic movement difficulties in hearing impairment,,"Friedmann, Naama and Szterman, Ronit and Belletti, Adriana and Rizzi, Luigi","Friedmann, Naama, Ronit Szterman, Adriana Belletti & Luigi Rizzi. 2018. The head the construct: Construct state nominals as a novel window to syntactic movement difficulties in hearing impairment. Glossa: a journal of general linguistics 3(1). doi: 10.5334/gjgl.674. Open Library of Humanities.",4
glossa5103,"Possessors move through the edge, too",,"Jeoung, Helen","Jeoung, Helen. 2018. Possessors move through the edge, too. Glossa: a journal of general linguistics 3(1). doi: 10.5334/gjgl.478. Open Library of Humanities.",132
glossa5104,Novel compounding and the emergence of structure in two young sign languages,,"Tkachman, Oksana and Meir, Irit","Tkachman, Oksana & Irit Meir. 2018. Novel compounding and the emergence of structure in two young sign languages. Glossa: a journal of general linguistics 3(1). doi: 10.5334/gjgl.632. Open Library of Humanities.",0
glossa5105,Dispositional causation,,"Copley, Bridget","Copley, Bridget. 2018. Dispositional causation. Glossa: a journal of general linguistics 3(1). doi: 10.5334/gjgl.507. Open Library of Humanities.",0
glossa5106,Case vs. positions in the locality of A-movement,,"Keine, Stefan","Keine, Stefan. 2018. Case vs. positions in the locality of A-movement. Glossa: a journal of general linguistics 3(1). doi: 10.5334/gjgl.520. Open Library of Humanities.",66
glossa5107,Testing theories of temporal inferences: Evidence from child language,,"Cremers, Alexandre and Kane, Frances and Tieu, Lyn and Kennedy, Lynda and Sudo, Yasutada and Folli, Raffaella and Romoli, Jacopo","Cremers, Alexandre, Frances Kane, Lyn Tieu, Lynda Kennedy, Yasutada Sudo, Raffaella Folli & Jacopo Romoli. 2018. Testing theories of temporal inferences: Evidence from child language. Glossa: a journal of general linguistics 3(1). doi: 10.5334/gjgl.604. Open Library of Humanities.",0
glossa5108,Polysemy and co-predication,,"Ortega-Andrés, Marina and Vicente, Agustín","Ortega-Andrés, Marina & Agustín Vicente. 2019. Polysemy and co-predication. Glossa: a journal of general linguistics 4(1). doi: 10.5334/gjgl.564. Open Library of Humanities.",5
glossa5109,Comparing sign language and gesture: Insights from pointing,,"Fenlon, Jordan and Cooperrider, Kensy and Keane, Jon and Brentari, Diane and Goldin-Meadow, Susan","Fenlon, Jordan, Kensy Cooperrider, Jon Keane, Diane Brentari & Susan Goldin-Meadow. 2019. Comparing sign language and gesture: Insights from pointing. Glossa: a journal of general linguistics 4(1). doi: 10.5334/gjgl.499. Open Library of Humanities.",0
glossa5110,Differential object marking in sign languages,,"Börstell, Carl","Börstell, Carl. 2019. Differential object marking in sign languages. Glossa: a journal of general linguistics 4(1). doi: 10.5334/gjgl.780. Open Library of Humanities.",5
glossa5111,Wide scope indefinites in Russian: an experimental investigation,,"Martí, Luisa and Ionin, Tania","Martí, Luisa & Tania Ionin. 2019. Wide scope indefinites in Russian: an experimental investigation. Glossa: a journal of general linguistics 4(1). doi: 10.5334/gjgl.612. Open Library of Humanities.",32
glossa5112,On the Inverse Trace Conversion and maximal informativeness analysis of Japanese internally-headed relative clauses: A reply to Erlewine and Gould 2016,,"Moulton, Keir and Shimoyama, Junko","Moulton, Keir & Junko Shimoyama. 2019. On the Inverse Trace Conversion and maximal informativeness analysis of Japanese internally-headed relative clauses: A reply to Erlewine and Gould 2016. Glossa: a journal of general linguistics 4(1). doi: 10.5334/gjgl.505. Open Library of Humanities.",30
glossa5113,Structural ambiguity and optionality of agreement patterns in Bosnian/Croatian/Serbian conjunct agreement,,"Mitić, Ivana and Arsenijević, Boban","Mitić, Ivana & Boban Arsenijević. 2019. Structural ambiguity and optionality of agreement patterns in Bosnian/Croatian/Serbian conjunct agreement. Glossa: a journal of general linguistics 4(1). doi: 10.5334/gjgl.582. Open Library of Humanities.",27
glossa5114,"Pushes and pulls from below: Anatomical variation, articulation and sound change",,"Dediu, Dan and Moisik, Scott R.","Dediu, Dan & Scott R. Moisik. 2019. Pushes and pulls from below: Anatomical variation, articulation and sound change. Glossa: a journal of general linguistics 4(1). doi: 10.5334/gjgl.646. Open Library of Humanities.",0
glossa5115,Associating the origin and spread of sound change using agent-based modelling applied to /s/-retraction in English,,"Stevens, Mary and Harrington, Jonathan and Schiel, Florian","Stevens, Mary, Jonathan Harrington & Florian Schiel. 2019. Associating the origin and spread of sound change using agent-based modelling applied to /s/-retraction in English. Glossa: a journal of general linguistics 4(1). doi: 10.5334/gjgl.620. Open Library of Humanities.",0
glossa5116,Resolving conflicts with violable constraints: On the cross-modular parallelism of repairs,,"Murphy, Andrew","Murphy, Andrew. 2019. Resolving conflicts with violable constraints: On the cross-modular parallelism of repairs. Glossa: a journal of general linguistics 4(1). doi: 10.5334/gjgl.608. Open Library of Humanities.",59
glossa5117,The competitive tier model – Element subtraction in German and Pomeranian,,"Postma, Gertjan","Postma, Gertjan. 2019. The competitive tier model – Element subtraction in German and Pomeranian. Glossa: a journal of general linguistics 4(1). doi: 10.5334/gjgl.307. Open Library of Humanities.",0
glossa5118,Acceptability of at-issue co-speech gestures under contrastive focus,,"Esipova, Maria","Esipova, Maria. 2019. Acceptability of at-issue co-speech gestures under contrastive focus. Glossa: a journal of general linguistics 4(1). doi: 10.5334/gjgl.635. Open Library of Humanities.",0
glossa5119,A Q-based approach to clausal ellipsis: Deriving the preposition stranding and island sensitivity generalisations without movement,,"Griffiths, James","Griffiths, James. 2019. A Q-based approach to clausal ellipsis: Deriving the preposition stranding and island sensitivity generalisations without movement. Glossa: a journal of general linguistics 4(1). doi: 10.5334/gjgl.653. Open Library of Humanities.",31
glossa5120,"What the PCC tells us about “abstract” agreement, head movement, and locality",,"Preminger, Omer","Preminger, Omer. 2019. What the PCC tells us about “abstract” agreement, head movement, and locality. Glossa: a journal of general linguistics 4(1). doi: 10.5334/gjgl.315. Open Library of Humanities.",35
glossa5121,The individual in the semiotic landscape,,"Eckert, Penelope","Eckert, Penelope. 2019. The individual in the semiotic landscape. Glossa: a journal of general linguistics 4(1). doi: 10.5334/gjgl.640. Open Library of Humanities.",0
glossa5122,Simplifying MATCH WORD: Evidence from English functional categories,,"Tyler, Matthew","Tyler, Matthew. 2019. Simplifying MATCH WORD: Evidence from English functional categories. Glossa: a journal of general linguistics 4(1). doi: 10.5334/gjgl.631. Open Library of Humanities.",4
glossa5123,No possessor inversion in German PPs,,"Popp, Marie-Luise and Tebay, Sören Eggert","Popp, Marie-Luise & Sören Eggert Tebay. 2019. No possessor inversion in German PPs. Glossa: a journal of general linguistics 4(1). doi: 10.5334/gjgl.697. Open Library of Humanities.",36
glossa5124,The status of function words in dependency grammar: A critique of Universal Dependencies (UD),,"Osborne, Timothy and Gerdes, Kim","Osborne, Timothy & Kim Gerdes. 2019. The status of function words in dependency grammar: A critique of Universal Dependencies (UD). Glossa: a journal of general linguistics 4(1). doi: 10.5334/gjgl.537. Open Library of Humanities.",0
glossa5125,No evidence for prosodic effects on the syntactic encoding of complement clauses in German,,"Kentner, Gerrit and Franz, Isabelle","Kentner, Gerrit & Isabelle Franz. 2019. No evidence for prosodic effects on the syntactic encoding of complement clauses in German. Glossa: a journal of general linguistics 4(1). doi: 10.5334/gjgl.565. Open Library of Humanities.",8
glossa5126,"Adverbial clauses: Internally rich, externally null",,"Blümel, Andreas and Pitsch, Hagen","Blümel, Andreas & Hagen Pitsch. 2019. Adverbial clauses: Internally rich, externally null. Glossa: a journal of general linguistics 4(1). doi: 10.5334/gjgl.600. Open Library of Humanities.",102
glossa5127,Let’s talk emotions: A case study on affective grammar,,"Clark, Madeline and Khaled, Najia and Kohn, Miriam and Armoskaite, Solveiga","Clark, Madeline, Najia Khaled, Miriam Kohn & Solveiga Armoskaite. 2019. Let’s talk emotions: A case study on affective grammar. Glossa: a journal of general linguistics 4(1). doi: 10.5334/gjgl.678. Open Library of Humanities.",0
glossa5128,Should a conditional marker arise … The diachronic development of conditional sollte in German,,"Breitbarth, Anne","Breitbarth, Anne. 2019. Should a conditional marker arise … The diachronic development of conditional sollte in German. Glossa: a journal of general linguistics 4(1). doi: 10.5334/gjgl.599. Open Library of Humanities.",59
glossa5129,Seenku argument-head tone sandhi: Allomorph selection in a cyclic grammar,,"McPherson, Laura","McPherson, Laura. 2019. Seenku argument-head tone sandhi: Allomorph selection in a cyclic grammar. Glossa: a journal of general linguistics 4(1). doi: 10.5334/gjgl.798. Open Library of Humanities.",37
glossa5130,A usage-based alternative to “lexicalization” in sign language linguistics,,"Lepic, Ryan","Lepic, Ryan. 2019. A usage-based alternative to “lexicalization” in sign language linguistics. Glossa: a journal of general linguistics 4(1). doi: 10.5334/gjgl.840. Open Library of Humanities.",0
glossa5131,Adjectives relate individuals to states: Evidence from the two readings of English Determiner + Adjective,,"Glass, Lelia","Glass, Lelia. 2019. Adjectives relate individuals to states: Evidence from the two readings of English Determiner + Adjective. Glossa: a journal of general linguistics 4(1). doi: 10.5334/gjgl.552. Open Library of Humanities.",0
glossa5132,How to agree with a QNP,,"Driemel, Imke and Stojković, Jelena","Driemel, Imke & Jelena Stojković. 2019. How to agree with a QNP. Glossa: a journal of general linguistics 4(1). doi: 10.5334/gjgl.584. Open Library of Humanities.",49
glossa5133,"The Nordic research infrastructure for syntactic variation: Possibilities, limitations and achievements",,"Vangsnes, Øystein Alexander and Johannessen, Janne Bondi","Vangsnes, Øystein Alexander & Janne Bondi Johannessen. 2019. The Nordic research infrastructure for syntactic variation: Possibilities, limitations and achievements. Glossa: a journal of general linguistics 4(1). doi: 10.5334/gjgl.708. Open Library of Humanities.",19
glossa5134,Morphosyntactic encoding of information structure in Akan,,"Titov, Elena","Titov, Elena. 2019. Morphosyntactic encoding of information structure in Akan. Glossa: a journal of general linguistics 4(1). doi: 10.5334/gjgl.576. Open Library of Humanities.",91
glossa5135,Perturbing the community grammar: Individual differences and community-level constraints on sociolinguistic variation,,"MacKenzie, Laurel","MacKenzie, Laurel. 2019. Perturbing the community grammar: Individual differences and community-level constraints on sociolinguistic variation. Glossa: a journal of general linguistics 4(1). doi: 10.5334/gjgl.622. Open Library of Humanities.",0
glossa5136,Phonotactic restrictions and morphology in Aymara,,"Gallagher, Gillian and Gouskova, Maria and Rios, Gladys Camacho","Gallagher, Gillian, Maria Gouskova & Gladys Camacho Rios. 2019. Phonotactic restrictions and morphology in Aymara. Glossa: a journal of general linguistics 4(1). doi: 10.5334/gjgl.826. Open Library of Humanities.",0
glossa5137,Proper movement through Spec-CP: An argument from hyperraising in Mongolian,,"Fong, Suzana","Fong, Suzana. 2019. Proper movement through Spec-CP: An argument from hyperraising in Mongolian. Glossa: a journal of general linguistics 4(1). doi: 10.5334/gjgl.667. Open Library of Humanities.",172
glossa5138,Dialect syntax as a testbed for models of innovation and change: Modals and negative concord in the Syntactic Atlas of Welsh Dialects,,"Willis, David","Willis, David. 2019. Dialect syntax as a testbed for models of innovation and change: Modals and negative concord in the Syntactic Atlas of Welsh Dialects. Glossa: a journal of general linguistics 4(1). doi: 10.5334/gjgl.844. Open Library of Humanities.",37
glossa5139,The roots of measurement,,"Henderson, Robert","Henderson, Robert. 2019. The roots of measurement. Glossa: a journal of general linguistics 4(1). doi: 10.5334/gjgl.515. Open Library of Humanities.",73
glossa5140,Resolving polite conflicts in predicate agreement,,"Puškar-Gallien, Zorica","Puškar-Gallien, Zorica. 2019. Resolving polite conflicts in predicate agreement. Glossa: a journal of general linguistics 4(1). doi: 10.5334/gjgl.587. Open Library of Humanities.",31
glossa5141,The properties of perfect(ive) and (eventive) passive participles: An identity approach,,"Wegner, Dennis","Wegner, Dennis. 2019. The properties of perfect(ive) and (eventive) passive participles: An identity approach. Glossa: a journal of general linguistics 4(1). doi: 10.5334/gjgl.751. Open Library of Humanities.",47
glossa5142,A feature geometric approach to Bondu-so vowel harmony,,"Green, Christopher R. and Hantgan, Abbie E.","Green, Christopher R. & Abbie E. Hantgan. 2019. A feature geometric approach to Bondu-so vowel harmony. Glossa: a journal of general linguistics 4(1). doi: 10.5334/gjgl.793. Open Library of Humanities.",0
glossa5143,Measuring the cognitive cost of downward monotonicity by controlling for negative polarity,,"Agmon, Galit and Loewenstein, Yonatan and Grodzinsky, Yosef","Agmon, Galit, Yonatan Loewenstein & Yosef Grodzinsky. 2019. Measuring the cognitive cost of downward monotonicity by controlling for negative polarity. Glossa: a journal of general linguistics 4(1). doi: 10.5334/gjgl.770. Open Library of Humanities.",0
glossa5144,Determining underlying presence in the learning of grammars that allow insertion and deletion,,"Nyman, Alexandra and Tesar, Bruce","Nyman, Alexandra & Bruce Tesar. 2019. Determining underlying presence in the learning of grammars that allow insertion and deletion. Glossa: a journal of general linguistics 4(1). doi: 10.5334/gjgl.603. Open Library of Humanities.",0
glossa5145,What’s wrong with being a rhotic?,,"Chabot, Alex","Chabot, Alex. 2019. What’s wrong with being a rhotic?. Glossa: a journal of general linguistics 4(1). doi: 10.5334/gjgl.618. Open Library of Humanities.",10
glossa5146,Towards understanding nonmanuality: A semiotic treatment of signers’ head movements,,"Puupponen, Anna","Puupponen, Anna. 2019. Towards understanding nonmanuality: A semiotic treatment of signers’ head movements. Glossa: a journal of general linguistics 4(1). doi: 10.5334/gjgl.709. Open Library of Humanities.",0
glossa5147,The syntactic structure of pelirrojo compounds,,"Marqueta, Bárbara","Marqueta, Bárbara. 2019. The syntactic structure of pelirrojo compounds. Glossa: a journal of general linguistics 4(1). doi: 10.5334/gjgl.746. Open Library of Humanities.",17
glossa5148,"Gradability, scale structure, and the division of labor between nouns and adjectives: The case of Japanese",,"Oshima, David Y. and Akita, Kimi and Sano, Shin-ichiro","Oshima, David Y., Kimi Akita & Shin-ichiro Sano. 2019. Gradability, scale structure, and the division of labor between nouns and adjectives: The case of Japanese. Glossa: a journal of general linguistics 4(1). doi: 10.5334/gjgl.737. Open Library of Humanities.",66
glossa5149,Body-anchored verbs and argument omission in two sign languages,,"Oomen, Marloes and Kimmelman, Vadim","Oomen, Marloes & Vadim Kimmelman. 2019. Body-anchored verbs and argument omission in two sign languages. Glossa: a journal of general linguistics 4(1). doi: 10.5334/gjgl.741. Open Library of Humanities.",1
glossa5150,Correction: Quantifier spreading: Children misled by ostensive cues,,"Kiss, Katalin É. and Mády, Katalin and Zétényi, Tamás","Kiss, Katalin É., Katalin Mády & Tamás Zétényi. 2019. Correction: Quantifier spreading: Children misled by ostensive cues. Glossa: a journal of general linguistics 4(1). doi: 10.5334/gjgl.902. Open Library of Humanities.",0
glossa5151,Un tal Ernestico/a certain Ernestico: On the structure of proper names,,"Camacho, José","Camacho, José. 2019. Un tal Ernestico/a certain Ernestico: On the structure of proper names. Glossa: a journal of general linguistics 4(1). doi: 10.5334/gjgl.774. Open Library of Humanities.",86
glossa5152,Speech act attenuation in the history of English: The case of apologies,,"Jucker, Andreas H.","Jucker, Andreas H. 2019. Speech act attenuation in the history of English: The case of apologies. Glossa: a journal of general linguistics 4(1). doi: 10.5334/gjgl.878. Open Library of Humanities.",0
glossa5153,The multi-valuation Agreement Hierarchy,,"Shen, Zheng","Shen, Zheng. 2019. The multi-valuation Agreement Hierarchy. Glossa: a journal of general linguistics 4(1). doi: 10.5334/gjgl.585. Open Library of Humanities.",50
glossa5154,A target-oriented approach to neutrality in vowel harmony: Evidence from Hungarian,,"Ozburn, Avery","Ozburn, Avery. 2019. A target-oriented approach to neutrality in vowel harmony: Evidence from Hungarian. Glossa: a journal of general linguistics 4(1). doi: 10.5334/gjgl.681. Open Library of Humanities.",0
glossa5155,Adverbial clauses and adverbial concord,,"Endo, Yoshio and Haegeman, Liliane","Endo, Yoshio & Liliane Haegeman. 2019. Adverbial clauses and adverbial concord. Glossa: a journal of general linguistics 4(1). doi: 10.5334/gjgl.589. Open Library of Humanities.",52
glossa5156,The effects of L1 AP-initial boundary tones and laryngeal features in Korean adaptation of Japanese plosives followed by a H or L vowel,,"Kim, Hyunsoon","Kim, Hyunsoon. 2019. The effects of L1 AP-initial boundary tones and laryngeal features in Korean adaptation of Japanese plosives followed by a H or L vowel. Glossa: a journal of general linguistics 4(1). doi: 10.5334/gjgl.628. Open Library of Humanities.",0
glossa5157,Lexical aspect and number variation in French Complex Event Nominals,,"Knittel, Marie Laurence","Knittel, Marie Laurence. 2019. Lexical aspect and number variation in French Complex Event Nominals. Glossa: a journal of general linguistics 4(1). doi: 10.5334/gjgl.745. Open Library of Humanities.",118
glossa5158,Differential Object Marking and the properties of D in the dialects of the extreme south of Italy,,"Ledgeway, Adam and Schifano, Norma and Silvestri, Giuseppina","Ledgeway, Adam, Norma Schifano & Giuseppina Silvestri. 2019. Differential Object Marking and the properties of D in the dialects of the extreme south of Italy. Glossa: a journal of general linguistics 4(1). doi: 10.5334/gjgl.569. Open Library of Humanities.",76
glossa5159,The many faces of uniformitarianism in linguistics,,"Walkden, George","Walkden, George. 2019. The many faces of uniformitarianism in linguistics. Glossa: a journal of general linguistics 4(1). doi: 10.5334/gjgl.888. Open Library of Humanities.",0
glossa5160,Agreement with conjoined singular noun phrases in Icelandic,,"Thorvaldsdóttir, Thorbjorg","Thorvaldsdóttir, Thorbjorg. 2019. Agreement with conjoined singular noun phrases in Icelandic. Glossa: a journal of general linguistics 4(1). doi: 10.5334/gjgl.696. Open Library of Humanities.",32
glossa5161,Quantifier Scope in Russian,,"Antonyuk, Svitlana","Antonyuk, Svitlana. 2019. Quantifier Scope in Russian. Glossa: a journal of general linguistics 4(1). doi: 10.5334/gjgl.562. Open Library of Humanities.",49
glossa5162,Phonetic lapse in American English -ative,,"Stanton, Juliet","Stanton, Juliet. 2019. Phonetic lapse in American English -ative. Glossa: a journal of general linguistics 4(1). doi: 10.5334/gjgl.714. Open Library of Humanities.",0
glossa5163,Recomplementation in English and Spanish: Delineating the CP space,,"Villa-García, Julio","Villa-García, Julio. 2019. Recomplementation in English and Spanish: Delineating the CP space. Glossa: a journal of general linguistics 4(1). doi: 10.5334/gjgl.845. Open Library of Humanities.",62
glossa5164,Identifying agents of change: Simplification of possessive marking in Abui-Malay bilinguals,,"Saad, George and Klamer, Marian and Moro, Francesca","Saad, George, Marian Klamer & Francesca Moro. 2019. Identifying agents of change: Simplification of possessive marking in Abui-Malay bilinguals. Glossa: a journal of general linguistics 4(1). doi: 10.5334/gjgl.846. Open Library of Humanities.",24
glossa5165,Talking about the weather: Two construals of precipitation events in English,,"Levin, Beth and Krejci, Bonnie","Levin, Beth & Bonnie Krejci. 2019. Talking about the weather: Two construals of precipitation events in English. Glossa: a journal of general linguistics 4(1). doi: 10.5334/gjgl.794. Open Library of Humanities.",8
glossa5166,Russian definitional generic sentences,,"Seres, Daria and Espinal, M. Teresa","Seres, Daria & M. Teresa Espinal. 2019. Russian definitional generic sentences. Glossa: a journal of general linguistics 4(1). doi: 10.5334/gjgl.760. Open Library of Humanities.",72
glossa5167,Reconsidering asymmetries in voice-mismatched VP-ellipsis,,"Poppels, Till and Kehler, Andrew","Poppels, Till & Andrew Kehler. 2019. Reconsidering asymmetries in voice-mismatched VP-ellipsis. Glossa: a journal of general linguistics 4(1). doi: 10.5334/gjgl.738. Open Library of Humanities.",0
glossa5168,Bipartite network structures and individual differences in sound change,,"Dodsworth, Robin","Dodsworth, Robin. 2019. Bipartite network structures and individual differences in sound change. Glossa: a journal of general linguistics 4(1). doi: 10.5334/gjgl.647. Open Library of Humanities.",0
glossa5169,The pro-head analysis of the Japanese internally-headed relative clause,,"Kitagawa, Chisato","Kitagawa, Chisato. 2019. The pro-head analysis of the Japanese internally-headed relative clause. Glossa: a journal of general linguistics 4(1). doi: 10.5334/gjgl.857. Open Library of Humanities.",58
glossa5170,Sound change and coarticulatory variability involving English /ɹ/,,"Smith, Bridget J. and Mielke, Jeff and Magloughlin, Lyra and Wilbanks, Eric","Smith, Bridget J., Jeff Mielke, Lyra Magloughlin & Eric Wilbanks. 2019. Sound change and coarticulatory variability involving English /ɹ/. Glossa: a journal of general linguistics 4(1). doi: 10.5334/gjgl.650. Open Library of Humanities.",0
glossa5171,Two minds are not always better than one: Modeling evidence for a single sentence analyzer,,"Parker, Dan","Parker, Dan. 2019. Two minds are not always better than one: Modeling evidence for a single sentence analyzer. Glossa: a journal of general linguistics 4(1). doi: 10.5334/gjgl.766. Open Library of Humanities.",0
glossa5172,V1 in Kipsigis: Head movement and discourse-based scrambling,,"Bossi, Madeline and Diercks, Michael","Bossi, Madeline & Michael Diercks. 2019. V1 in Kipsigis: Head movement and discourse-based scrambling. Glossa: a journal of general linguistics 4(1). doi: 10.5334/gjgl.246. Open Library of Humanities.",79
glossa5173,"Basque adjectival participles: Stative, resultative or experiential",,"Berro, Ane","Berro, Ane. 2019. Basque adjectival participles: Stative, resultative or experiential. Glossa: a journal of general linguistics 4(1). doi: 10.5334/gjgl.730. Open Library of Humanities.",89
glossa5174,Structural priming in production through ‘silence’: An investigation of verb phrase ellipsis and null complement anaphora,,"Xiang, Ming and Grove, Julian and Merchant, Jason","Xiang, Ming, Julian Grove & Jason Merchant. 2019. Structural priming in production through ‘silence’: An investigation of verb phrase ellipsis and null complement anaphora. Glossa: a journal of general linguistics 4(1). doi: 10.5334/gjgl.726. Open Library of Humanities.",0
glossa5175,Minding the gap?: Mechanisms underlying resumption in English,,"Chacón, Dustin A.","Chacón, Dustin A. 2019. Minding the gap?: Mechanisms underlying resumption in English. Glossa: a journal of general linguistics 4(1). doi: 10.5334/gjgl.839. Open Library of Humanities.",0
glossa5176,Quirks of subject (non-)extraction in Igbo,,"Amaechi, Mary and Georgi, Doreen","Amaechi, Mary & Doreen Georgi. 2019. Quirks of subject (non-)extraction in Igbo. Glossa: a journal of general linguistics 4(1). doi: 10.5334/gjgl.607. Open Library of Humanities.",80
glossa5177,The syntax of comparison constructions in diachronic and dialectal perspective,,"Jäger, Agnes","Jäger, Agnes. 2019. The syntax of comparison constructions in diachronic and dialectal perspective. Glossa: a journal of general linguistics 4(1). doi: 10.5334/gjgl.651. Open Library of Humanities.",134
glossa5178,Deceptive datives: Prepositional case in Latvian,,"Kushnir, Yuriy","Kushnir, Yuriy. 2019. Deceptive datives: Prepositional case in Latvian. Glossa: a journal of general linguistics 4(1). doi: 10.5334/gjgl.518. Open Library of Humanities.",53
