ID,Name,Description,Contributor,Citation,Examples_Count
langsci151,"On looking into words (and beyond): Structures, Relations, Analyses",,"Bowern, Claire & Horn, Laurence & Zanuttini, Raffaella ","Bowern, Claire, Laurence Horn & Raffaella Zanuttini (eds.) 2017. On looking into words (and beyond): Structures, Relations, Analyses. (Empirically Oriented Theoretical Morphology and Syntax, 3.) Berlin: Language Science Press. doi: 10.5281/zenodo.495467.",260
langsci152,Unity and diversity in grammaticalization scenarios,,"Bisang, Walter & Malchukov, Andrej ","Bisang, Walter & Andrej Malchukov (eds.) 2017. Unity and diversity in grammaticalization scenarios. (Studies in Diversity Linguistics, 16.) Berlin: Language Science Press. doi: 10.5281/zenodo.823224.",334
langsci153,The semantic transparency of English compound nouns,,"Schäfer, Martin","Schäfer, Martin (ed.) 2017. The semantic transparency of English compound nouns. (Morphological Investigations, 3.) Berlin: Language Science Press. doi: 10.5281/zenodo.1134595.",0
langsci154,Dynamische Modellierung von Artikulation und prosodischer Struktur: Eine Einführung in die Artikulatorische Phonologie,,"Mücke, Doris","Mücke, Doris (ed.) 2017. Dynamische Modellierung von Artikulation und prosodischer Struktur: Eine Einführung in die Artikulatorische Phonologie. (Studies in Laboratory Phonology, 4.) Berlin: Language Science Press. doi: 10.5281/zenodo.1188764.",0
langsci156,Further investigations into the nature of phrasal compounding,,"Trips, Carola & Kornfilt, Jaklin ","Trips, Carola & Jaklin Kornfilt (eds.) 2017. Further investigations into the nature of phrasal compounding. (Morphological Investigations, 1.) Berlin: Language Science Press. doi: 10.5281/zenodo.885113.",321
langsci157,The Alor-Pantar languages: History and typology. Second edition.,,"Klamer, Marian ","Klamer, Marian (ed.) 2017. The Alor-Pantar languages: History and typology. Second edition. (Studies in Diversity Linguistics, 3.) Berlin: Language Science Press. doi: 10.5281/zenodo.437098.",336
langsci159,Order and structure in syntax I: Word order and syntactic structure,,"Bailey, Laura R. & Sheehan, Michelle ","Bailey, Laura R. & Michelle Sheehan (eds.) 2017. Order and structure in syntax I: Word order and syntactic structure. (Open Generative Syntax, 1.) Berlin: Language Science Press. doi: 10.5281/zenodo.1117686.",341
langsci160,A aquisição de língua materna e não materna: Questões gerais e dados do Português,,"Freitas, Maria João & Santos, Ana Lúcia ","Freitas, Maria João & Ana Lúcia Santos (eds.) 2017. A aquisição de língua materna e não materna: Questões gerais e dados do Português. (Textbooks in Language Sciences, 3.) Berlin: Language Science Press. doi: 10.5281/zenodo.889261.",27
langsci163,A lexicalist account of argument structure: Template-based phrasal LFG approaches and a lexical HPSG alternative,,"Müller, Stefan","Müller, Stefan (ed.) 2018. A lexicalist account of argument structure: Template-based phrasal LFG approaches and a lexical HPSG alternative. (Conceptual Foundations of Language Science, 2.) Berlin: Language Science Press. doi: 10.5281/zenodo.1441351.",32
langsci165,The lexeme in descriptive and theoretical morphology,,"Bonami, Olivier & Boyé, Gilles & Dal, Georgette & Giraudo, Hélène & Namer, Fiammetta ","Bonami, Olivier, Gilles Boyé, Georgette Dal, Hélène Giraudo & Fiammetta Namer (eds.) 2018. The lexeme in descriptive and theoretical morphology. (Empirically Oriented Theoretical Morphology and Syntax, 4.) Berlin: Language Science Press. doi: 10.5281/zenodo.1402520.",124
langsci166,Ship English: Sailors’ speech in the early colonial Caribbean,,"Delgado, Sally","Delgado, Sally (ed.) 2018. Ship English: Sailors’ speech in the early colonial Caribbean. (Studies in Caribbean Languages, 4.) Berlin: Language Science Press. doi: 10.5281/zenodo.2589996.",0
langsci167,On this and other worlds: Voices from Amazonia,,"Stenzel, Kristine & Franchetto, Bruna ","Stenzel, Kristine & Bruna Franchetto (eds.) 2017. On this and other worlds: Voices from Amazonia. (Studies in Diversity Linguistics, 17.) Berlin: Language Science Press. doi: 10.5281/zenodo.892102.",1548
langsci173,Diachrony of differential argument marking,,"Seržant, Ilja A. & Witzlack-Makarevich, Alena ","Seržant, Ilja A. & Alena Witzlack-Makarevich (eds.) 2018. Diachrony of differential argument marking. (Studies in Diversity Linguistics, 19.) Berlin: Language Science Press. doi: 10.5281/zenodo.1219168.",722
langsci174,A typology of questions in Northeast Asia and beyond: An ecological perspective,,"Hölzl, Andreas","Hölzl, Andreas (ed.) 2017. A typology of questions in Northeast Asia and beyond: An ecological perspective. (Studies in Diversity Linguistics, 20.) Berlin: Language Science Press. doi: 10.5281/zenodo.1344467.",847
langsci175,Distribution und Interpretation von Modalpartikel-Kombinationen,,"Müller, Sonja","Müller, Sonja (ed.) 2017. Distribution und Interpretation von Modalpartikel-Kombinationen. (Topics at the Grammar-Discourse Interface, 2.) Berlin: Language Science Press. doi: 10.5281/zenodo.1244028.",18
langsci176,The Unicode cookbook for linguists: Managing writing systems using orthography profiles,,"Moran, Steven & Cysouw, Michael","Moran, Steven & Michael Cysouw (eds.) 2018. The Unicode cookbook for linguists: Managing writing systems using orthography profiles. (Translation and Multilingual Natural Language Processing, 10.) Berlin: Language Science Press. doi: 10.5281/zenodo.1296780.",0
langsci177,语法理论: 从转换语法到基于约束的理论,,"Müller, Stefan","Müller, Stefan (ed.) 2020. 语法理论: 从转换语法到基于约束的理论. (Textbooks in Language Sciences, 8.) Berlin: Language Science Press. doi: 10.5281/zenodo.3950146.",10
langsci178,"Information structure in spoken Japanese: Particles, word order, and intonation",,"Nakagawa, Natsuko","Nakagawa, Natsuko (ed.) 2020. Information structure in spoken Japanese: Particles, word order, and intonation. (Topics at the Grammar-Discourse Interface, 8.) Berlin: Language Science Press. doi: 10.5281/zenodo.4291753.",3
langsci179,A tale of two dialect regions: Sranan's 17th-century English input,,"Sherriah, André","Sherriah, André (ed.) 2018. A tale of two dialect regions: Sranan's 17th-century English input. (Studies in Caribbean Languages, 3.) Berlin: Language Science Press.",0
langsci180,"Learning context effects: Study abroad, formal instruction and international immersion classrooms",,"Pérez Vidal, Carmen & López-Serrano, Sonia & Ament, Jennifer & Thomas-Wilhelm, Dakota J. ","Pérez Vidal, Carmen, Sonia López-Serrano, Jennifer Ament & Dakota J. Thomas-Wilhelm (eds.) 2017. Learning context effects: Study abroad, formal instruction and international immersion classrooms. (EuroSLA Studies, 1.) Berlin: Language Science Press. doi: 10.5281/zenodo.1300630.",0
langsci181,Quality aspects in institutional translation,,"Svoboda, Tomáš & Biel, Łucja & Łoboda, Krzysztof ","Svoboda, Tomáš, Łucja Biel & Krzysztof Łoboda (eds.) 2017. Quality aspects in institutional translation. (Translation and Multilingual Natural Language Processing, 8.) Berlin: Language Science Press. doi: 10.5281/zenodo.1048173.",0
langsci182,The languages of Malta,,"Paggio, Patrizia & Gatt, Albert ","Paggio, Patrizia & Albert Gatt (eds.) 2017. The languages of Malta. (Studies in Diversity Linguistics, 17.) Berlin: Language Science Press. doi: 10.5281/zenodo.1181783.",85
langsci183,Methods in prosody: A Romance language perspective,,"Feldhausen, Ingo & Fliessbach, Jan & Vanrell, Maria del Mar ","Feldhausen, Ingo, Jan Fliessbach & Maria del Mar Vanrell (eds.) 2018. Methods in prosody: A Romance language perspective. (Studies in Laboratory Phonology, 6.) Berlin: Language Science Press. doi: 10.5281/zenodo.1471564.",10
langsci184,Multiword expressions: Insights from a multi-lingual perspective,,"Sailer, Manfred & Markantonatou, Stella ","Sailer, Manfred & Stella Markantonatou (eds.) 2017. Multiword expressions: Insights from a multi-lingual perspective. (Phraseology and Multiword Expressions, 1.) Berlin: Language Science Press. doi: 10.5281/zenodo.1182583.",225
langsci186,Analogical classification in formal grammar,,"Guzmán Naranjo, Matías","Guzmán Naranjo, Matías (ed.) 2018. Analogical classification in formal grammar. (Empirically Oriented Theoretical Morphology and Syntax, 5.) Berlin: Language Science Press. doi: 10.5281/zenodo.3191825.",12
langsci187,Can integrated titles improve the viewing experience?: Investigating the impact of subtitling on the reception and enjoyment of film using eye tracking and questionnaire data,,"Fox, Wendy","Fox, Wendy (ed.) 2018. Can integrated titles improve the viewing experience?: Investigating the impact of subtitling on the reception and enjoyment of film using eye tracking and questionnaire data. (Translation and Multilingual Natural Language Processing, 9.) Berlin: Language Science Press. doi: 10.5281/zenodo.1180721.",0
langsci189,Advances in formal Slavic linguistics 2016,,"Lenertová, Denisa & Meyer, Roland & Šimík, Radek & Szucsich, Luka ","Lenertová, Denisa, Roland Meyer, Radek Šimík & Luka Szucsich (eds.) 2018. Advances in formal Slavic linguistics 2016. (Open Slavic Linguistics, 1.) Berlin: Language Science Press. doi: 10.5281/zenodo.2546440.",590
langsci190,"East Benue-Congo: Nouns, pronouns, and verbs",,"Watters, John R. ","Watters, John R. (ed.) 2017. East Benue-Congo: Nouns, pronouns, and verbs. (Niger-Congo Comparative Studies, 1.) Berlin: Language Science Press. doi: 10.5281/zenodo.1314306.",9
langsci191,The numeral system of Proto-Niger-Congo: A step-by-step reconstruction,,"Pozdniakov, Konstantin","Pozdniakov, Konstantin (ed.) 2018. The numeral system of Proto-Niger-Congo: A step-by-step reconstruction. (Niger-Congo Comparative Studies, 2.) Berlin: Language Science Press. doi: 10.5281/zenodo.1311704.",0
langsci193,Deletion phenomena in comparative constructions: English comparatives in a cross-linguistic perspective,,"Bacskai-Atkari, Julia","Bacskai-Atkari, Julia (ed.) 2018. Deletion phenomena in comparative constructions: English comparatives in a cross-linguistic perspective. (Open Generative Syntax, 3.) Berlin: Language Science Press. doi: 10.5281/zenodo.1211896.",205
langsci194,Semantic differences in translation: Exploring the field of inchoativity,,"Vandevoorde, Lore","Vandevoorde, Lore (ed.) 2020. Semantic differences in translation: Exploring the field of inchoativity. (Translation and Multilingual Natural Language Processing, 13.) Berlin: Language Science Press. doi: 10.5281/zenodo.2573677.",0
langsci196,Problem solving activities in post-editing  and translation from scratch: A multi-method study,,"Nitzke, Jean","Nitzke, Jean (ed.) 2018. Problem solving activities in post-editing  and translation from scratch: A multi-method study. (Translation and Multilingual Natural Language Processing, 12.) Berlin: Language Science Press. doi: 10.5281/zenodo.2546446.",0
langsci197,Syntax with oscillators and energy levels,,"Tilsen, Sam","Tilsen, Sam (ed.) 2019. Syntax with oscillators and energy levels. (Studies in Laboratory Phonology, 7.) Berlin: Language Science Press.",0
langsci199,René de Saussure and the theory of word formation,,"Anderson, Stephen R. & de Saussure, Louis ","Anderson, Stephen R. & Louis de Saussure (eds.) 2018. René de Saussure and the theory of word formation. (Classics in Linguistics, 6.) Berlin: Language Science Press. doi: 10.5281/zenodo.1306472.",0
langsci200,Curso de semântica formal,,"Ferreira, Marcelo","Ferreira, Marcelo (ed.) 2019. Curso de semântica formal. (Textbooks in Language Sciences, 6.) Berlin: Language Science Press. doi: 10.5281/zenodo.2600163.",0
langsci201,Perspectives on information structure in Austronesian languages,,"Riesberg, Sonja & Shiohara, Asako & Utsumi, Atsuko ","Riesberg, Sonja, Asako Shiohara & Atsuko Utsumi (eds.) 2018. Perspectives on information structure in Austronesian languages. (Studies in Diversity Linguistics, 21.) Berlin: Language Science Press. doi: 10.5281/zenodo.1402571.",512
langsci202,Representation and parsing of multiword expressions: Current trends,,"Parmentier, Yannick & Waszczuk, Jakub ","Parmentier, Yannick & Jakub Waszczuk (eds.) 2019. Representation and parsing of multiword expressions: Current trends. (Phraseology and Multiword Expressions, 3.) Berlin: Language Science Press. doi: 10.5281/zenodo.2579017.",116
langsci203,The acrolect in Jamaica: The architecture of phonological variation,,"Irvine-Sobers, G. Alison","Irvine-Sobers, G. Alison (ed.) 2018. The acrolect in Jamaica: The architecture of phonological variation. (Studies in Caribbean Languages, 1.) Berlin: Language Science Press. doi: 10.5281/zenodo.1306618.",0
langsci204,Multiword expressions at length and in depth: Extended papers from the MWE 2017 workshop,,"Markantonatou, Stella & Ramisch, Carlos & Savary, Agata & Vincze, Veronika ","Markantonatou, Stella, Carlos Ramisch, Agata Savary & Veronika Vincze (eds.) 2018. Multiword expressions at length and in depth: Extended papers from the MWE 2017 workshop. (Phraseology and Multiword Expressions, 2.) Berlin: Language Science Press. doi: 10.5281/zenodo.1469527.",46
langsci209,Interpreting and technology,,"Fantinuoli, Claudio ","Fantinuoli, Claudio (ed.) 2018. Interpreting and technology. (Translation and Multilingual Natural Language Processing, 11.) Berlin: Language Science Press. doi: 10.5281/zenodo.1493281.",0
langsci210,"Sound change, priming, salience: Producing and perceiving variation in Liverpool English",,"Juskan, Marten","Juskan, Marten (ed.) 2018. Sound change, priming, salience: Producing and perceiving variation in Liverpool English. (Language Variation, 3.) Berlin: Language Science Press. doi: 10.5281/zenodo.1451308.",0
langsci212,A grammar of Komnzo,,"Döhler, Christian","Döhler, Christian (ed.) 2018. A grammar of Komnzo. (Studies in Diversity Linguistics, 22.) Berlin: Language Science Press. doi: 10.5281/zenodo.1477799.",971
langsci213,Multi-verb constructions in Eastern Indonesia,,"Unterladstetter, Volker","Unterladstetter, Volker (ed.) 2019. Multi-verb constructions in Eastern Indonesia. (Studies in Diversity Linguistics, 28.) Berlin: Language Science Press. doi: 10.5281/zenodo.3546018.",16
langsci214,Form and formalism in linguistics,,"McElvenny, James ","McElvenny, James (ed.) 2019. Form and formalism in linguistics. (History and Philosophy of the Language Sciences, 1.) Berlin: Language Science Press. doi: 10.5281/zenodo.2654375.",0
langsci215,"Agreement, case and locality in the nominal and verbal domains",,"Franco, Ludovico & Marchis Moreno, Mihaela & Reeve, Matthew ","Franco, Ludovico, Mihaela Marchis Moreno & Matthew Reeve (eds.) 2019. Agreement, case and locality in the nominal and verbal domains. (Open Generative Syntax, 4.) Berlin: Language Science Press. doi: 10.5281/zenodo.2640704.",486
langsci216,Bridging constructions,,"Guérin, Valérie ","Guérin, Valérie (ed.) 2018. Bridging constructions. (Studies in Diversity Linguistics, 24.) Berlin: Language Science Press. doi: 10.5281/zenodo.2563698.",546
langsci219,Information structure in Isthmus Zapotec narrative and conversation,,"Bueno Holle, Juan José","Bueno Holle, Juan José (ed.) 2019. Information structure in Isthmus Zapotec narrative and conversation. (Topics at the Grammar-Discourse Interface, 3.) Berlin: Language Science Press. doi: 10.5281/zenodo.2538324.",458
langsci220,"Explanation in typology: Diachronic sources, functional motivations and the nature of the evidence",,"Schmidtke-Bode, Karsten & Levshina, Natalia & Michaelis, Susanne Maria & Seržant, Ilja ","Schmidtke-Bode, Karsten, Natalia Levshina, Susanne Maria Michaelis & Ilja Seržant (eds.) 2018. Explanation in typology: Diachronic sources, functional motivations and the nature of the evidence. (Conceptual Foundations of Language Science, 3.) Berlin: Language Science Press. doi: 10.5281/zenodo.2583788.",98
langsci221,"Gemination and degemination in English affixation: Investigating the interplay between morphology, phonology and phonetics",,"Ben Hedia, Sonia","Ben Hedia, Sonia (ed.) 2019. Gemination and degemination in English affixation: Investigating the interplay between morphology, phonology and phonetics. (Studies in Laboratory Phonology, 8.) Berlin: Language Science Press. doi: 10.5281/zenodo.3232849.",0
langsci223,Grammatical gender and linguistic complexity I: General issues and specific studies,,"Di Garbo, Francesca & Olsson, Bruno & Wälchli, Bernhard ","Di Garbo, Francesca, Bruno Olsson & Bernhard Wälchli (eds.) 2019. Grammatical gender and linguistic complexity I: General issues and specific studies. (Studies in Diversity Linguistics, 26.) Berlin: Language Science Press. doi: 10.5281/zenodo.3446224.",229
langsci224,"Einführung in die grammatische Beschreibung des Deutschen: Dritte, überarbeitete und erweiterte Auflage",,"Schäfer, Roland","Schäfer, Roland (ed.) 2018. Einführung in die grammatische Beschreibung des Deutschen: Dritte, überarbeitete und erweiterte Auflage. (Textbooks in Language Sciences, 2.) Berlin: Language Science Press. doi: 10.5281/zenodo.1421660.",7
langsci225,"The Mehweb language: Essays on phonology, morphology and syntax",,"Daniel, Michael & Dobrushina, Nina & Ganenkov, Dmitry ","Daniel, Michael, Nina Dobrushina & Dmitry Ganenkov (eds.) 2018. The Mehweb language: Essays on phonology, morphology and syntax. (Languages of the Caucasus, 1.) Berlin: Language Science Press. doi: 10.5281/zenodo.3374730.",812
langsci226,African linguistics across the disciplines: Selected papers from the 48th Annual Conference on African Linguistics,,"Lotven, Samson & Bongiovanni, Silvina & Weirich, Phillip & Botne, Robert & Obeng, Samuel Gyasi ","Lotven, Samson, Silvina Bongiovanni, Phillip Weirich, Robert Botne & Samuel Gyasi Obeng (eds.) 2018. African linguistics across the disciplines: Selected papers from the 48th Annual Conference on African Linguistics. (Contemporary African Linguistics, 5.) Berlin: Language Science Press. doi: 10.5281/zenodo.3520612.",414
langsci227,Definiteness across languages,,"Aguilar-Guevara, Ana & Pozas Loyo, Julia & Vázquez-Rojas Maldonado, Violeta ","Aguilar-Guevara, Ana, Julia Pozas Loyo & Violeta Vázquez-Rojas Maldonado (eds.) 2019. Definiteness across languages. (Studies in Diversity Linguistics, 25.) Berlin: Language Science Press. doi: 10.5281/zenodo.3265959.",333
langsci228,Metathesis and unmetathesis in Amarasi,,"Edwards, Owen","Edwards, Owen (ed.) 2020. Metathesis and unmetathesis in Amarasi. (Studies in Diversity Linguistics, 29.) Berlin: Language Science Press. doi: 10.5281/zenodo.3700413.",256
langsci230,Die Entwicklung des Definitartikels im Althochdeutschen: Eine kognitiv-linguistische Korpusuntersuchung,,"Flick, Johanna","Flick, Johanna (ed.) 2020. Die Entwicklung des Definitartikels im Althochdeutschen: Eine kognitiv-linguistische Korpusuntersuchung. (Empirically Oriented Theoretical Morphology and Syntax, 6.) Berlin: Language Science Press. doi: 10.5281/zenodo.3932780.",22
langsci231,Analyzing meaning: An introduction to semantics and pragmatics. Second corrected and slightly revised edition,,"Kroeger, Paul R.","Kroeger, Paul R. (ed.) 2019. Analyzing meaning: An introduction to semantics and pragmatics. Second corrected and slightly revised edition. (Textbooks in Language Sciences, 5.) Berlin: Language Science Press. doi: 10.5281/zenodo.2538330.",201
langsci233,Information-theoretic causal inference of  lexical flow,,"Dellert, Johannes","Dellert, Johannes (ed.) 2019. Information-theoretic causal inference of  lexical flow. (Language Variation, 4.) Berlin: Language Science Press. doi: 10.5281/zenodo.3247415.",0
langsci235,Arabic and contact-induced change,,"Lucas, Christopher & Manfredi, Stefano ","Lucas, Christopher & Stefano Manfredi (eds.) 2019. Arabic and contact-induced change. (Contact and Multilingualism, 1.) Berlin: Language Science Press. doi: 10.5281/zenodo.3744565.",382
langsci236,Prácticas lingüísticas heterogéneas: Nuevas perspectivas para el estudio del español en contacto con lenguas amerindias,,"Sánchez Moreano, Santiago & Blestel, Élodie ","Sánchez Moreano, Santiago & Élodie Blestel (eds.) 2021. Prácticas lingüísticas heterogéneas: Nuevas perspectivas para el estudio del español en contacto con lenguas amerindias. (Contact and Multilingualism, 4.) Berlin: Language Science Press. doi: 10.5281/zenodo.5636761.",27
langsci237,Grammatical gender and linguistic complexity II: World-wide comparative studies,,"Di Garbo, Francesca & Olsson, Bruno & Wälchli, Bernhard ","Di Garbo, Francesca, Bruno Olsson & Bernhard Wälchli (eds.) 2019. Grammatical gender and linguistic complexity II: World-wide comparative studies. (Studies in Diversity Linguistics, 27.) Berlin: Language Science Press. doi: 10.5281/zenodo.3446230.",140
langsci239,"The role of constituents in multiword expressions: An interdisciplinary, cross-lingual perspective",,"Schulte im Walde, Sabine & Smolka, Eva ","Walde, Sabine Schulte im & Eva Smolka (eds.) 2019. The role of constituents in multiword expressions: An interdisciplinary, cross-lingual perspective. (Phraseology and Multiword Expressions, 4.) Berlin: Language Science Press. doi: 10.5281/zenodo.3598577.",40
langsci241,"Syntaxe théorique et formelle: Volume 1: Modélisation, unités, structures",,"Kahane, Sylvain & Gerdes, Kim","Kahane, Sylvain & Kim Gerdes (eds.) 2022. Syntaxe théorique et formelle: Volume 1: Modélisation, unités, structures. (Textbooks in Language Sciences, 10.) Berlin: Language Science Press. doi: 10.5281/zenodo.6446067.",17
langsci242,The spell-out algorithm and lexicalization patterns: Slavic verbs and complementizers,,"Wiland, Bartosz","Wiland, Bartosz (ed.) 2019. The spell-out algorithm and lexicalization patterns: Slavic verbs and complementizers. (Open Slavic Linguistics, 2.) Berlin: Language Science Press. doi: 10.5281/zenodo.2636394.",0
langsci245,A  dictionary and grammatical sketch of Dagaare,,"Ali, Mark & Grimm, Scott & Bodomo, Adams","Ali, Mark, Scott Grimm & Adams Bodomo (eds.) 2021. A  dictionary and grammatical sketch of Dagaare. (African Language Grammars and Dictionaries, 4.) Berlin: Language Science Press. doi: 10.5281/zenodo.5154710.",106
langsci248,Communication and content,,"Parikh, Prashant","Parikh, Prashant (ed.) 2019. Communication and content. (Topics at the Grammar-Discourse Interface, 4.) Berlin: Language Science Press. doi: 10.5281/zenodo.3243924.",0
langsci249,Highly complex syllable structure: A typological and diachronic study,,"Easterday, Shelece","Easterday, Shelece (ed.) 2019. Highly complex syllable structure: A typological and diachronic study. (Studies in Laboratory Phonology, 9.) Berlin: Language Science Press. doi: 10.5281/zenodo.3268721.",7
langsci250,A grammar of Sanzhi Dargwa,,"Forker, Diana","Forker, Diana (ed.) 2019. A grammar of Sanzhi Dargwa. (Languages of the Caucasus, 2.) Berlin: Language Science Press. doi: 10.5281/zenodo.3339225.",1905
langsci251,Sound structure and sound change: A modeling approach,,"Morley, Rebecca L.","Morley, Rebecca L. (ed.) 2019. Sound structure and sound change: A modeling approach. (Conceptual Foundations of Language Science, 4.) Berlin: Language Science Press. doi: 10.5281/zenodo.3264909.",0
langsci252,Quantification and scales in change,,"Gergel, Remus & Watkins, Jonathan ","Gergel, Remus & Jonathan Watkins (eds.) 2019. Quantification and scales in change. (Topics at the Grammar-Discourse Interface, 7.) Berlin: Language Science Press. doi: 10.5281/zenodo.3929261.",258
langsci253,Greece’s labyrinth of language: A study in the early modern discovery of dialect diversity,,"Van Rooy, Raf","Van Rooy, Raf (ed.) 2020. Greece’s labyrinth of language: A study in the early modern discovery of dialect diversity. (History and Philosophy of the Language Sciences, 2.) Berlin: Language Science Press. doi: 10.5281/zenodo.3478142.",0
langsci254,Agree to Agree: Agreement in the Minimalist Programme,,"Smith, Peter W. & Mursell, Johannes & Hartmann, Katharina ","Smith, Peter W., Johannes Mursell & Katharina Hartmann (eds.) 2020. Agree to Agree: Agreement in the Minimalist Programme. (Open Generative Syntax, 6.) Berlin: Language Science Press. doi: 10.5281/zenodo.3528036.",401
langsci256,The clausal syntax of German Sign Language: A cartographic approach,,"Bross, Fabian","Bross, Fabian (ed.) 2019. The clausal syntax of German Sign Language: A cartographic approach. (Open Generative Syntax, 4.) Berlin: Language Science Press. doi: 10.5281/zenodo.3560718.",77
langsci258,Dative constructions in Romance and beyond,,"Pineda, Anna & Mateu, Jaume ","Pineda, Anna & Jaume Mateu (eds.) 2020. Dative constructions in Romance and beyond. (Open Generative Syntax, 7.) Berlin: Language Science Press. doi: 10.5281/zenodo.3744254.",463
langsci259,Head-Driven Phrase Structure Grammar: The handbook,,"Müller, Stefan & Abeillé, Anne & Borsley, Robert D. & Koenig, Jean-Pierre ","Müller, Stefan, Anne Abeillé, Robert D. Borsley & Jean-Pierre Koenig (eds.) 2021. Head-Driven Phrase Structure Grammar: The handbook. (Empirically Oriented Theoretical Morphology and Syntax, 9.) Berlin: Language Science Press. doi: 10.5281/zenodo.5543318.",478
langsci260,Advances in formal Slavic linguistics 2017,,"Marušič, Franc & Mišmaš, Petra & Žaucer, Rok ","Marušič, Franc, Petra Mišmaš & Rok Žaucer (eds.) 2019. Advances in formal Slavic linguistics 2017. (Open Slavic Linguistics, 3.) Berlin: Language Science Press. doi: 10.5281/zenodo.3763740.",466
langsci261,"Evidentiality, egophoricity and engagement",,"Bergqvist, Henrik & Kittilä, Seppo ","Bergqvist, Henrik & Seppo Kittilä (eds.) 2019. Evidentiality, egophoricity and engagement. (Studies in Diversity Linguistics, 30.) Berlin: Language Science Press. doi: 10.5281/zenodo.3968344.",411
langsci262,"One-to-many-relations in morphology, syntax, and semantics",,"Crysmann, Berthold & Sailer, Manfred ","Crysmann, Berthold & Manfred Sailer (eds.) 2021. One-to-many-relations in morphology, syntax, and semantics. (Empirically Oriented Theoretical Morphology and Syntax, 7.) Berlin: Language Science Press. doi: 10.5281/zenodo.4638824.",134
langsci263,Getting others to do things: A pragmatic typology of recruitments,,"Floyd, Simeon & Rossi, Giovanni & Enfield, N. J. & Kendrick, Kobin H. & Blythe, Joe & Zinken, Jörg & Baranova, Julija & Dingemanse, Mark","Floyd, Simeon, Giovanni Rossi, N. J. Enfield, Kobin H. Kendrick, Joe Blythe, Jörg Zinken, Julija Baranova & Mark Dingemanse (eds.) 2020. Getting others to do things: A pragmatic typology of recruitments. (Studies in Diversity Linguistics, 31.) Berlin: Language Science Press. doi: 10.5281/zenodo.4017493.",4
langsci265,Utterance structure in initial L2 acquisition,,"Saturno, Jacopo","Saturno, Jacopo (ed.) 2020. Utterance structure in initial L2 acquisition. (EuroSLA Studies, 2.) Berlin: Language Science Press. doi: 10.5281/zenodo.3889998.",68
langsci268,"Third language acquisition: Age, proficiency and multilingualism",,"Bardel, Camilla & Sánchez, Laura ","Bardel, Camilla & Laura Sánchez (eds.) 2020. Third language acquisition: Age, proficiency and multilingualism. (EuroSLA Studies, 3.) Berlin: Language Science Press. doi: 10.5281/zenodo.4138753.",70
langsci270,On a law of Indo-European word order: Über ein Gesetz der indogermanischen Wortstellung,,"Wackernagel, Jacob & Walkden, George & Sevdali, Christina & Macleod, Morgan","Wackernagel, Jacob, George Walkden, Christina Sevdali & Morgan Macleod (eds.) 2020. On a law of Indo-European word order: Über ein Gesetz der indogermanischen Wortstellung. (Classics in Linguistics, 7.) Berlin: Language Science Press. doi: 10.5281/zenodo.3978908.",1346
langsci271,"Voice at the interfaces: The syntax, semantics, and morphology of the Hebrew verb",,"Kastner, Itamar","Kastner, Itamar (ed.) 2020. Voice at the interfaces: The syntax, semantics, and morphology of the Hebrew verb. (Open Generative Syntax, 8.) Berlin: Language Science Press. doi: 10.5281/zenodo.3865067.",247
langsci274,Language and scientific explanation: Where does semantics fit in?,,"Asoulin, Eran","Asoulin, Eran (ed.) 2020. Language and scientific explanation: Where does semantics fit in?. (Conceptual Foundations of Language Science, 5.) Berlin: Language Science Press. doi: 10.5281/zenodo.3894134.",0
langsci275,Syntactic architecture and its consequences I: Syntax inside the grammar,,"Bárány, András & Biberauer, Theresa & Douglas, Jamie & Vikner, Sten ","Bárány, András, Theresa Biberauer, Jamie Douglas & Sten Vikner (eds.) 2020. Syntactic architecture and its consequences I: Syntax inside the grammar. (Open Generative Syntax, 9.) Berlin: Language Science Press. doi: 10.5281/zenodo.4041229.",354
langsci276,Syntactic architecture and its consequences II: Between syntax and morphology,,"Bárány, András & Biberauer, Theresa & Douglas, Jamie & Vikner, Sten ","Bárány, András, Theresa Biberauer, Jamie Douglas & Sten Vikner (eds.) 2020. Syntactic architecture and its consequences II: Between syntax and morphology. (Open Generative Syntax, 10.) Berlin: Language Science Press. doi: 10.5281/zenodo.4081038.",310
langsci277,Syntactic architecture and its consequences III: Inside syntax,,"Bárány, András & Biberauer, Theresa & Douglas, Jamie & Vikner, Sten ","Bárány, András, Theresa Biberauer, Jamie Douglas & Sten Vikner (eds.) 2021. Syntactic architecture and its consequences III: Inside syntax. (Open Generative Syntax, 11.) Berlin: Language Science Press. doi: 10.5281/zenodo.4680264.",475
langsci278,Interpreting language-learning data,,"Edmonds, Amanda & Leclercq, Pascale & Gudmestad, Aarnes ","Edmonds, Amanda, Pascale Leclercq & Aarnes Gudmestad (eds.) 2020. Interpreting language-learning data. (EuroSLA Studies, 4.) Berlin: Language Science Press. doi: 10.5281/zenodo.4032298.",58
langsci279,Language contact: Bridging the gap between individual interactions and areal patterns,,"van Gijn, Rik & Ruch, Hanna & Wahlström, Max & Hasse, Anja ","Gijn, Rik van, Hanna Ruch, Max Wahlström & Anja Hasse (eds.) 2023. Language contact: Bridging the gap between individual interactions and areal patterns. (Language Variation, 8.) Berlin: Language Science Press. doi: 10.5281/zenodo.8269092.",5
